created_at,id,edit_history_tweet_ids,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,likes,retweets,hour
2025-09-11 07:02:21+00:00,1966034563387269121,['1966034563387269121'],"RT @BEAMS_JP: ＼明日10:00より発売！☕️✨／
ビームスが考える、新しいスターバックスのあるライフスタイル〈STARBUCKS STAND by BEAMS〉が始動！
ウェアや小物等を含めた全16型31アイテムを販売👚
「ビームス ライフ 横浜」ではロゴステッカ…",74,0,0,0,0,84,0,74,7
2025-09-11 01:01:01+00:00,1965943628377014627,['1965943628377014627'],"季節の移ろいを彩る、3つのビバレッジ🍂💫
みなさんはどれから楽しみたいですか☺️

🧡 芳醇な洋なしとコク深い生キャラメルがとろけ合う #洋なし生キャラメルフラペチーノ​®
🤎 ふわふわのチョコレートムースをのせた #チョコレートムースラテ
💗 香ばしいほうじ茶と焼き芋の甘みが重なる https://t.co/d49FozigYS",1642,93,9542,253,430,1692149,9542,1642,1
2025-09-10 01:00:07+00:00,1965581014115516569,['1965581014115516569'],"本日(9/10)より、#洋なし生キャラメルフラペチーノ® がスタート🍐
シャキッと食感の洋なしと、生キャラメルのコクがポイントの一杯✨
本格的なスイーツ感と贅沢気分を楽しんでいただけます😊

さらに #洋なしとキャラメルの紅茶ケーキ も一緒に登場します。 https://t.co/2Q2ZVSFp90",4756,93,22571,1097,794,2181983,22571,4756,1
2025-09-09 01:01:00+00:00,1965218849911177524,['1965218849911177524'],"お気に入りの一杯を、#スターバックスeGift であの人へ🎁
秋を彩る限定デザインも登場しています🍁
https://t.co/rbVt5A7NuF

秋の訪れに、どんなひとときを贈りたいですか？☕️🥖 https://t.co/Hhyfyjk6f2",112,23,1033,5,17,536248,1033,112,1
2025-09-08 03:01:00+00:00,1964886662967910411,['1964886662967910411'],"秋の味覚を引き立てる #スターバックスオータムブレンド ☕🍁
#きのこクリームのチキンandモッツァレラ石窯フィローネ と一緒に味わうと、きのこの香りやソースのクリーミーさがよりなめらかに広がります✨

秋の香り漂うペアリングで、思わず笑みがこぼれるランチタイムを😋
https://t.co/9gQisZbjNS https://t.co/Buj2K6lH9E",260,35,1954,13,37,585987,1954,260,3
2025-09-08 01:30:00+00:00,1964863761724096969,['1964863761724096969'],"9/10(水)、 #洋なし生キャラメルフラペチーノ® が全国のお店に新登場🍐
9/8-9の2日間、スターバックス® リワード会員の方は先行してお楽しみいただけます✨
モバイルオーダー または、レジで公式モバイルアプリ内二次元コードを提示してご注文ください😊

▼詳細はこちら
https://t.co/ep3TdntHw0 https://t.co/MLhzldWOPx",7351,116,25323,1865,1054,2656968,25323,7351,1
2025-09-07 01:00:05+00:00,1964493843606425626,['1964493843606425626'],9/10(水)、スターバックスのもう一つの秋が始まります🍐 https://t.co/UbDCBpn3Xr,5905,113,33766,1736,869,2851338,33766,5905,1
2025-09-05 01:40:41+00:00,1963779286604861624,['1963779286604861624'],"RT @BEAMS_JP: スターバックスとビームスが手がける、新しいライフスタイルプロジェクト
〈STARBUCKS STAND by BEAMS〉が始動☕️
9.12（Fri.）ローンチ✨

#starbucks_stand_by_beams
https://t.co/Cn…",88,0,0,0,0,115,0,88,1
2025-09-04 07:01:01+00:00,1963497510204584369,['1963497510204584369'],"自由なメッセージを刻印できる #オンラインストア名入れサービス 。
秋のギフトシーンに、世界で一つだけのアイテムを贈ってみませんか🎁✨

#敬老の日 に、お世話になっている方へ感謝を込めて🍂
秋生まれのお友だちのバースデーギフトに🎂

想いを込めた贈り物に、あの人もきっと笑顔になるはず😉 https://t.co/dZLiW5hqYP",196,28,1695,25,95,559864,1695,196,7
2025-09-04 01:01:00+00:00,1963406912487395601,['1963406912487395601'],"スイートポテトのようなマラサダ、きのこの風味豊かなフィローネ、パンプキンの甘みが引き立つスイーツたち🍠🥖🧀
多彩な秋の味覚から、皆さんが味わってみたいのはどれですか？🍂
絵文字で教えてください☺️💫

🤎 → #スイートポテトマラサダ
🧡 → #パンプキンスコーン
🤍 → https://t.co/qqXjeSSDve",1029,143,7288,184,356,1527662,7288,1029,1
2025-09-03 01:30:01+00:00,1963051825613115797,['1963051825613115797'],"本日(9/3)から、#チョコレートムースラテ も登場しています☕🥜🍫
コーヒーを味わいたい方は、こちらもぜひ試してみてくださいね😊 https://t.co/TZZfqhrwwB",2528,44,11810,312,346,1541011,11810,2528,1
2025-09-03 01:01:00+00:00,1963044524168733108,['1963044524168733108'],"#ほうじ茶香る焼き芋ムースティーラテ が、
本日(9/3)、登場です🍠🍵🍂

冷たいほうじ茶の中に、秋の風物詩”焼き芋”を感じられます😊
ぜひ試してみてくださいね✨

https://t.co/polgzJXspr https://t.co/xpg9gCPOza",5170,98,22442,1315,716,2259173,22442,5170,1
2025-09-02 09:00:00+00:00,1962802680671412655,['1962802680671412655'],"いよいよ明日(9/3)、#ほうじ茶香る焼き芋ムースティーラテ が登場です🍠🍵🍂

あと少し、お楽しみにお待ちください😊 https://t.co/mK5l4FZfXq",1648,37,8797,238,247,2152869,8797,1648,9
2025-09-02 07:01:01+00:00,1962772734611701926,['1962772734611701926'],"RT @starbucks_j_cpg: #スターバックスチルドカップ20周年 記念✨
復刻商品『#京都抹茶ラテ』が本日(9/2)より新発売💚

ミルクのまろやかな味わいは2008年発売当時のままに、抹茶の配合量を増やし、より深みのある濃厚な味わいに仕上げました。

20年間大…",855,0,0,0,0,114,0,855,7
2025-09-02 01:02:00+00:00,1962682387336474668,['1962682387336474668'],"RT @StarbucksStoreJ: [2025/9/21まで]
大切な人へのお祝いや感謝の気持ちに添えて #スターバックスカード を贈りませんか😊
全国のセブン-イレブン、ローソン（一部除く）で、スターバックス カード1枚あたり3,000円以上ご購入いただくと、500円…",118,0,0,0,0,51,0,118,1
2025-09-01 09:01:00+00:00,1962440544342483138,['1962440544342483138'],"本日(9/1) 19:00～、中秋の名月をモチーフにしたグッズや季節のコーヒー、秋の味覚先取りのビバレッジをひと足早くご紹介🍠🍂
みなさまからのご質問やコメントもお待ちしています😊
▼LIVE配信はこちら
https://t.co/Y5N2bztgK3 https://t.co/OGLBCDpgFb",254,18,2008,36,43,559875,2008,254,9
2025-09-01 01:02:00+00:00,1962319999596696009,['1962319999596696009'],"中秋の名月をイメージした、三日月を運ぶウサギたちを描いたグッズが登場します🐇🌕
伝説の人魚サイレンと海の生き物たちをデザインしたグッズも🧜‍♀️💚

9/1(月)20:00～オンラインストア先行販売、
9/3(水)全国のお店に並びます✨

みなさんはどれが気になりますか😊
https://t.co/6dLMRhTbuu

——— https://t.co/31bXbRnblP",1096,30,5148,167,313,1369686,5148,1096,1
2025-08-29 03:00:09+00:00,1961262568364019921,['1961262568364019921'],皆さんはどんな時にモバイルオーダーを使いたいですか？,61,4,475,2,8,413326,475,61,3
2025-08-29 03:00:02+00:00,1961262539591016549,['1961262539591016549'],"いつでもどこからでも、#モバイルオーダー で並ばず楽しむ、スターバックスのひとときを💫☕
皆さんはどんな時にモバイルオーダーを使いたいですか？

🔴席からゆっくり頼みたい時
🟡みんなで一緒に頼みたい時
🔵仕事の隙間にサッと頼みたい時

ぜひコメント欄の投票で教えて下さい♩ https://t.co/uVl7cflx8u",126,36,993,11,62,1529033,993,126,3
2025-08-28 01:01:01+00:00,1960870198279655538,['1960870198279655538'],"9/3(水)、#チョコレートムースラテ が今年も登場☕🥜🍫

贅沢感のある優しい甘みのふわふわチョコムースに、ナッツの風味豊かなご褒美ラテです😊

秋の特別なコーヒー体験をぜひお楽しみください✨

※カカオ分0.5%未満 https://t.co/zLkqIrrYKO",9643,105,47539,2437,2513,4956990,47539,9643,1
2025-08-27 01:31:00+00:00,1960515358001131684,['1960515358001131684'],"9/3(水) 、スターバックスの秋が始まります🍠🍵🍂

ごろっと焼き芋を、ほうじ茶で冷やした一品。
その名も #ほうじ茶香る焼き芋ムースティーラテ。

涼しげな秋の気分を先取りしてみませんか。
お楽しみに・・・✨ https://t.co/dFQdg8qXDd",26554,186,103229,8919,5087,8913192,103229,26554,1
2025-08-22 07:01:00+00:00,1958786465938513928,['1958786465938513928'],"今日は金曜日、みなさんお疲れ様です😊
一週間頑張った自分にご褒美のコーヒーブレイクはいかがですか？

エスプレッソの香り高い #ビタークリームコーヒー でちょっぴり大人なのんびりタイム🧡

ホワイトチョコレート風味のシロップとミルクの #スイートミルクコーヒー で甘い癒しタイム💛 https://t.co/TBTrZ5NdTk",1259,59,9541,159,559,1799360,9541,1259,7
2025-08-20 05:01:01+00:00,1958031493470863859,['1958031493470863859'],"ホイップクリーム、完熟した甘いピーチのソース、ピーチパウダーをトッピング🍑

この期間だけの特別なチーズケーキ＆ワッフルと一緒に、ピーチの芳醇な香りに包まれたスイーツタイムはいかがですか？😋

💗 #へブンリーピーチアメリカンワッフル
💛 #へブンリーピーチニューヨークチーズケーキ https://t.co/IMmv1j5qiQ",2092,83,14523,372,855,1949599,14523,2092,5
2025-08-18 01:31:00+00:00,1957253867802186127,['1957253867802186127'],"本日(8/18)、夏の涼を感じる『涼み 抹茶 ムース ティー』が登場🍵✨
抹茶の豊かな香りとほろ苦さが味わえるティーに、ふわふわのホワイトモカフレーバームースを重ねた一杯です。

暑い日にはほっとひと息。
あなたはどちらの""和の涼みティー""でくつろぎたいですか？
コメント欄で教えてください😊 https://t.co/hf4aeDQ7ys",13653,273,64907,3649,3660,5923311,64907,13653,1
2025-08-13 02:01:00+00:00,1955449479051845977,['1955449479051845977'],"ピーチが主役の一杯で、夏のひとときを彩ってみませんか🍑
とろける甘さ・爽快感・果肉感、今の気分にぴったりな一杯を絵文字で教えてください☺️✨

💗 #ヘブンリーピーチフラペチーノ®
熟したピーチの甘い香りととろける果肉の甘さを楽しめる一杯
🤍 #チラックスソーダピーチ https://t.co/n1WCZmT1IP",1493,86,9801,172,263,1814340,9801,1493,2
2025-08-11 02:01:04+00:00,1954724717715415514,['1954724717715415514'],"🍑ごろごろピーチ果肉×🫖香り高いブラックティーで、大人の贅沢感を堪能できる #クラフトジューシーピーチティー

飲むたびにピーチ果肉の食感とみずみずしさが広がる一杯。
暑い日のリフレッシュや自分へのご褒美にも、みなさんはどんな時に楽しみたいですか？☺️🎐 https://t.co/GhFOyqfZvm",923,45,5910,177,249,1647220,5910,923,2
2025-08-08 07:02:02+00:00,1953713293941780918,['1953713293941780918'],"こたえは、シトラス果肉🍊
シトラスのフレッシュ感をプラスして、ちょっと一息リフレッシュしませんか？😊 https://t.co/qLqdiGxCmG",116,5,950,3,26,496369,950,116,7
2025-08-08 07:01:00+00:00,1953713036617035943,['1953713036617035943'],"真夏の #チラックスソーダ のおすすめの楽しみ方とは・・・
ヒントは：🍊
こたえは次のポストをチェックしてみてくださいね😎
ぜひ、みなさんのオリジナルの楽しみ方もコメント欄でお写真と一緒に教えてください📷 https://t.co/lJbWso5IlF",290,16,2051,25,41,600368,2051,290,7
2025-08-08 01:01:00+00:00,1953622440313266605,['1953622440313266605'],"本日(8/8)から『#Moreヘブンリーピーチフラペチーノ®』がスタート🍑🍑🍑

#ヘブンリーピーチフラペチーノ®のホイップの上から、みずみずしく果肉感あふれるピーチ果肉をトッピングし、ご褒美感アップ💫

とけるような暑い夏は、とろける甘さと華やかな香りに癒されてみませんか🍧 https://t.co/ZChZpOtQXp",3316,59,15297,554,426,1883119,15297,3316,1
2025-08-07 06:01:00+00:00,1953335548451668395,['1953335548451668395'],"RT @fashionsnap: 【SPECIAL】スターバックスから、フルーツとシトラスの香りがひろがる「チラックス ソーダ ピーチ」が新登場！
夏のおうち時間は、ジューシーなピーチとしゅわっと微炭酸でChill &amp; Relax。

長濱ねるさんが出演するスペシャルムービーを…",79,0,0,0,0,119,0,79,6
2025-08-06 02:01:00+00:00,1952912763514437643,['1952912763514437643'],"憧れの先輩や仲間、夢に向かうあの人へ🌿
#寄せ書きeGift にエールを込めて贈りませんか📲🎁

オンラインで作成できるので手軽に想いを伝えることができます😊
遠く離れた人も、忙しい人も、みんなからのメッセージとギフトをひとつに。
https://t.co/snhgEIWykX https://t.co/rhVO2aQpqX",113,10,899,4,40,1462767,899,113,2
2025-08-05 07:00:04+00:00,1952625636880900105,['1952625636880900105'],"#チラックスソーダ に、ゴクゴク飲めるVenti®サイズが登場✨
暑い夏のChill＆Relaxタイムにいかがですか？😊 https://t.co/qUoIWh0IDu",649,28,4985,96,107,676568,4985,649,7
2025-08-05 02:48:46+00:00,1952562393604931612,['1952562393604931612'],"8/6-7の2日間、スターバックス® リワード会員の方は『#Moreへブンリーピーチフラペチーノ®』をひと足お先にお楽しみいただけます☺

店頭はもちろん、モバイルオーダーでも注文が可能✨

最後の一口までピーチの味わいを楽しめる一杯、飲んだ方はぜひ感想を教えてください🍑

▼詳細はこちら https://t.co/zUcGM46oxo",1229,27,6130,219,280,1361374,6130,1229,2
2025-08-04 07:02:00+00:00,1952263737181876556,['1952263737181876556'],"⚡☕[MIYASHITA PARK店 限定]
8/6(水)、FRAGMENTとコラボレーションした初のビバレッジ『BBTEA by FRAGMENT』が登場。
ブラックティーとエスプレッソを合わせた、絶妙なハーモニーを味わえる一杯です🥤
さらに「FRAGMENT」のシンボルがデザインされたリユーザブルカップも登場。 https://t.co/bE3OqVP4zP",391,15,3267,57,205,724292,3267,391,7
